OID_,GEOID,ALAND,AWATER,NAME,State,County,B01001_001E,B25002_001E,B25002_002E,B25002_003E,HOUSING_DENSITY,ADAPTIVE,DEVELOPMENT
191,36047011600,160266.000000000000000,0.000000000000000,Census Tract 116,New York,Kings County,3480,1350,1090,260,8.423495938003070,9.1238651,139.0449371
192,36047011700,201195.000000000000000,0.000000000000000,Census Tract 117,New York,Kings County,2961,1307,1128,179,6.496185292875071,13.8061352,196.7544708
193,36047011800,219234.000000000000000,0.000000000000000,Census Tract 118,New York,Kings County,1965,615,586,29,2.805221817783738,9.5819607,91.5122986
194,36047012000,193342.000000000000000,0.000000000000000,Census Tract 120,New York,Kings County,1299,338,329,9,1.748197494595070,8.1659269,113.3239441
195,36047012100,148056.000000000000000,0.000000000000000,Census Tract 121,New York,Kings County,1989,915,835,80,6.180094018479495,14.9866743,190.3170776
196,36047012200,181661.000000000000000,0.000000000000000,Census Tract 122,New York,Kings County,5762,1620,1568,52,8.917709359741496,8.0448751,149.5862122
197,36047012600,235982.000000000000000,0.000000000000000,Census Tract 126,New York,Kings County,2831,954,839,115,4.042681221449094,8.2674417,142.9655151
198,36047012700,163391.000000000000000,0.000000000000000,Census Tract 127,New York,Kings County,3896,1812,1595,217,11.089962115416393,18.2480335,109.4000015
199,36047012801,114974.000000000000000,0.000000000000000,Census Tract 128.01,New York,Kings County,2192,848,769,79,7.375580566041019,8.6388063,117.3461533
200,36047012901,128568.000000000000000,0.000000000000000,Census Tract 129.01,New York,Kings County,2389,980,885,95,7.622425486901873,17.4025364,154.1489410
201,36047012902,135381.000000000000000,0.000000000000000,Census Tract 129.02,New York,Kings County,2996,1384,1228,156,10.223000273302754,15.7223272,124.5294113
202,36047013000,176432.000000000000000,0.000000000000000,Census Tract 130,New York,Kings County,4794,1885,1634,251,10.684002901967897,10.1492462,95.5561218
203,36047013100,156395.000000000000000,0.000000000000000,Census Tract 131,New York,Kings County,3936,1985,1830,155,12.692221618338182,17.2560310,97.0231247
204,36047013200,155778.000000000000000,0.000000000000000,Census Tract 132,New York,Kings County,2422,744,709,35,4.776027423641336,8.6657515,139.7500000
205,36047013300,148492.000000000000000,0.000000000000000,Census Tract 133,New York,Kings County,4567,1975,1778,197,13.300379818441398,16.2474041,94.6363602
206,36047013400,268233.000000000000000,0.000000000000000,Census Tract 134,New York,Kings County,4510,1562,1428,134,5.823295418535378,10.1112528,153.8372040
207,36047013500,151867.000000000000000,0.000000000000000,Census Tract 135,New York,Kings County,4223,1677,1477,200,11.042556974194525,14.5031052,97.4556198
208,36047013600,214252.000000000000000,0.000000000000000,Census Tract 136,New York,Kings County,3849,1564,1402,162,7.299815170920224,10.3096952,132.2911377
209,36047013700,152453.000000000000000,0.000000000000000,Census Tract 137,New York,Kings County,3574,1747,1487,260,11.459269414180108,15.4224720,96.0177536
210,36047013800,162579.000000000000000,0.000000000000000,Census Tract 138,New York,Kings County,4083,1493,1359,134,9.183227846154793,10.6696568,143.2458038
211,36047013900,151331.000000000000000,0.000000000000000,Census Tract 139,New York,Kings County,3637,1560,1446,114,10.308528986129742,15.0141802,148.5808411
212,36047014000,147522.000000000000000,0.000000000000000,Census Tract 140,New York,Kings County,2051,878,841,37,5.951654668456230,9.8536587,148.5421753
213,36047014200,200223.000000000000000,0.000000000000000,Census Tract 142,New York,Kings County,3403,1443,1292,151,7.206964234878111,9.7123289,126.2850647
214,36047014300,217205.000000000000000,0.000000000000000,Census Tract 143,New York,Kings County,4000,1511,1389,122,6.956561773439838,9.7730494,142.9916992
215,36047014500,216626.000000000000000,0.000000000000000,Census Tract 145,New York,Kings County,4048,1982,1810,172,9.149409581490680,9.1835442,134.4750061
216,36047014700,105979.000000000000000,0.000000000000000,Census Tract 147,New York,Kings County,2675,997,897,100,9.407524132139386,7.8133116,118.3305054
217,36047014800,133459.000000000000000,0.000000000000000,Census Tract 148,New York,Kings County,1266,493,428,65,3.694018387669622,10.8444729,75.4496613
218,36047015000,133505.000000000000000,0.000000000000000,Census Tract 150,New York,Kings County,1744,690,613,77,5.168345754840643,11.1938381,123.9189224
219,36047015100,149311.000000000000000,0.000000000000000,Census Tract 151,New York,Kings County,4129,1875,1736,139,12.557681617563340,11.6947794,106.5449066
220,36047015200,268135.000000000000000,0.000000000000000,Census Tract 152,New York,Kings County,2786,1094,991,103,4.080034311074645,8.9996796,139.6543579
221,36047015300,150477.000000000000000,0.000000000000000,Census Tract 153,New York,Kings County,2830,1248,1138,110,8.293626268466276,13.1146603,141.8571472
222,36047015400,922940.000000000000000,0.000000000000000,Census Tract 154,New York,Kings County,0,0,0,0,0.000000000000000,13.1062860,14.2805471
223,36047015500,149645.000000000000000,0.000000000000000,Census Tract 155,New York,Kings County,3904,1707,1556,151,11.406996558521836,14.1795759,106.1890259
224,36047015700,167428.000000000000000,0.000000000000000,Census Tract 157,New York,Kings County,4853,2237,2135,102,13.360967102276799,14.2745905,104.9197845
225,36047015900,250862.000000000000000,0.000000000000000,Census Tract 159,New York,Kings County,5102,2683,2369,314,10.695123215154149,11.9363451,88.5978241
226,36047016000,258630.000000000000000,0.000000000000000,Census Tract 160,New York,Kings County,4647,2001,1756,245,7.736921470827050,10.1940298,141.2307739
227,36047016100,182397.000000000000000,0.000000000000000,Census Tract 161,New York,Kings County,3726,1702,1604,98,9.331293826104595,14.2554092,128.6029358
228,36047016200,237712.000000000000000,0.000000000000000,Census Tract 162,New York,Kings County,2409,1339,1193,146,5.632866662179445,7.6238232,133.6363678
229,36047016300,184092.000000000000000,0.000000000000000,Census Tract 163,New York,Kings County,3906,1754,1634,120,9.527844773265540,14.0135069,140.6195068
230,36047016400,802163.000000000000000,650272.000000000000000,Census Tract 164,New York,Kings County,1310,312,285,27,0.388948380815370,9.3088779,14.9988613
231,36047016500,186645.000000000000000,0.000000000000000,Census Tract 165,New York,Kings County,6604,2589,2469,120,13.871252913284577,8.4862385,102.3157883
232,36047016600,266930.000000000000000,0.000000000000000,Census Tract 166,New York,Kings County,1940,792,703,89,2.967070018356873,10.7421227,67.5405426
233,36047016700,168915.000000000000000,0.000000000000000,Census Tract 167,New York,Kings County,4859,2430,2266,164,14.385933753663085,7.7911587,92.6951904
234,36047016800,168296.000000000000000,117619.000000000000000,Census Tract 168,New York,Kings County,2166,880,845,35,5.228882445215572,11.4391756,114.3582916
235,36047016900,209462.000000000000000,0.000000000000000,Census Tract 169,New York,Kings County,5244,2135,2126,9,10.192779597253917,6.8531098,143.7296143
236,36047017000,209047.000000000000000,0.000000000000000,Census Tract 170,New York,Kings County,3075,1212,1059,153,5.797739264375954,10.3578167,115.4102554
237,36047017100,208490.000000000000000,0.000000000000000,Census Tract 171,New York,Kings County,4357,1759,1611,148,8.436855484675524,4.0675173,140.0043030
238,36047017200,206317.000000000000000,0.000000000000000,Census Tract 172,New York,Kings County,3252,1131,946,185,5.481855591153420,11.0561333,146.0695648
239,36047017400,165543.000000000000000,91465.000000000000000,Census Tract 174,New York,Kings County,2384,775,753,22,4.681563098409477,8.3131208,116.6538467
240,36047017500,1961397.000000000000000,0.000000000000000,Census Tract 175,New York,Kings County,0,0,0,0,0.000000000000000,4.6190267,16.4088001
241,36047017600,133636.000000000000000,83378.000000000000000,Census Tract 176,New York,Kings County,2602,992,870,122,7.423149450746805,9.8978004,114.9864883
242,36047017700,2313048.000000000000000,227326.000000000000000,Census Tract 177,New York,Kings County,0,0,0,0,0.000000000000000,11.4654856,8.0662184
243,36047017800,164020.000000000000000,0.000000000000000,Census Tract 178,New York,Kings County,2901,958,859,99,5.840751127911230,10.6513090,177.2458954
244,36047017900,158289.000000000000000,0.000000000000000,Census Tract 179,New York,Kings County,4375,1558,1501,57,9.842755971672068,16.1184425,138.1016998
245,36047018000,176108.000000000000000,0.000000000000000,Census Tract 180,New York,Kings County,3253,1256,1053,203,7.131987189679061,10.8869400,123.2244873
246,36047018100,169374.000000000000000,0.000000000000000,Census Tract 181,New York,Kings County,3788,2297,1928,369,13.561703685335411,16.2057629,92.2021255
247,36047018200,165463.000000000000000,0.000000000000000,Census Tract 182,New York,Kings County,3612,1192,1103,89,7.204027486507558,10.7706280,138.7173920
248,36047018300,137311.000000000000000,0.000000000000000,Census Tract 183,New York,Kings County,2749,1370,1239,131,9.977350685669757,16.5830212,134.7727203
249,36047018400,149139.000000000000000,0.000000000000000,Census Tract 184,New York,Kings County,2295,865,801,64,5.799958428043637,11.7298384,127.8545456
250,36047018501,111097.000000000000000,0.000000000000000,Census Tract 185.01,New York,Kings County,4767,1875,1830,45,16.877143397211444,16.4950047,48.7868843
251,36047018600,113054.000000000000000,0.000000000000000,Census Tract 186,New York,Kings County,2311,729,717,12,6.448245970951934,11.3710165,186.5520020
252,36047018700,85768.000000000000000,0.000000000000000,Census Tract 187,New York,Kings County,1459,562,501,61,6.552560395485496,17.5971947,130.5937500
253,36047018800,175213.000000000000000,0.000000000000000,Census Tract 188,New York,Kings County,2882,1188,1099,89,6.780318811960300,10.9941292,162.2783508
254,36047019000,212934.000000000000000,0.000000000000000,Census Tract 190,New York,Kings County,5114,1663,1583,80,7.809931715930758,9.9198551,149.0126648
255,36047019100,253797.000000000000000,0.000000000000000,Census Tract 191,New York,Kings County,2993,1329,1184,145,5.236468516176314,16.6277027,164.5622711
256,36047019200,189790.000000000000000,0.000000000000000,Census Tract 192,New York,Kings County,2876,815,714,101,4.294219927288055,10.4801083,187.0471649
257,36047019300,269732.000000000000000,0.000000000000000,Census Tract 193,New York,Kings County,5684,2604,2512,92,9.654026960093724,17.7020321,94.0635452
258,36047019400,178420.000000000000000,0.000000000000000,Census Tract 194,New York,Kings County,3512,1268,1096,172,7.106826588947428,10.9677267,135.6818237
259,36047019500,137028.000000000000000,0.000000000000000,Census Tract 195,New York,Kings County,3405,2012,1769,243,14.683130455089470,18.0000000,100.8701324
260,36047019600,188308.000000000000000,0.000000000000000,Census Tract 196,New York,Kings County,4670,1599,1549,50,8.491407693778278,11.0245905,146.4333344
261,36047019700,169819.000000000000000,0.000000000000000,Census Tract 197,New York,Kings County,3754,1911,1762,149,11.253157773865116,16.6314983,82.3404236
262,36047019800,134715.000000000000000,0.000000000000000,Census Tract 198,New York,Kings County,1895,711,645,66,5.277808707270905,11.7767859,161.4600067
263,36047019900,188914.000000000000000,0.000000000000000,Census Tract 199,New York,Kings County,3632,2192,1907,285,11.603163344167188,16.3224335,92.1857147
264,36047020000,134858.000000000000000,0.000000000000000,Census Tract 200,New York,Kings County,2387,759,686,73,5.628142194011478,12.3042650,147.3221436
265,36047020100,175379.000000000000000,0.000000000000000,Census Tract 201,New York,Kings County,4277,2053,1961,92,11.706076554205463,16.4168301,93.2474213
266,36047020200,134828.000000000000000,0.000000000000000,Census Tract 202,New York,Kings County,1924,726,649,77,5.384638205713946,11.9255247,123.9736862
267,36047020300,140848.000000000000000,0.000000000000000,Census Tract 203,New York,Kings County,1849,819,697,122,5.814779052595706,16.3497868,155.8051910
268,36047020400,134801.000000000000000,0.000000000000000,Census Tract 204,New York,Kings County,1886,725,708,17,5.378298380575812,11.7569971,146.7651062
269,36047020500,159711.000000000000000,0.000000000000000,Census Tract 205,New York,Kings County,3407,1551,1500,51,9.711291019403799,14.9093351,148.9044952
270,36047020600,170942.000000000000000,0.000000000000000,Census Tract 206,New York,Kings County,2692,898,853,45,5.253243790291443,9.6908360,121.6894760
271,36047020700,137892.000000000000000,0.000000000000000,Census Tract 207,New York,Kings County,4923,2509,2362,147,18.195399298001334,11.4416151,83.2941208
272,36047020800,143311.000000000000000,0.000000000000000,Census Tract 208,New York,Kings County,3251,1288,1185,103,8.987446881258244,10.7236214,131.7232666
273,36047021000,150022.000000000000000,0.000000000000000,Census Tract 210,New York,Kings County,4089,1310,1258,52,8.732052632280599,10.0114412,140.0419159
274,36047021100,271830.000000000000000,0.000000000000000,Census Tract 211,New York,Kings County,3008,1395,1263,132,5.131883898024500,16.2948399,140.5065308
275,36047021200,190833.000000000000000,0.000000000000000,Census Tract 212,New York,Kings County,4328,1514,1377,137,7.933638312031987,10.2221727,136.5355377
276,36047021300,184156.000000000000000,0.000000000000000,Census Tract 213,New York,Kings County,4346,2020,1954,66,10.968961098199353,12.7454548,93.4682922
277,36047021400,167965.000000000000000,0.000000000000000,Census Tract 214,New York,Kings County,2482,567,536,31,3.375703271514899,10.4910669,97.8871002
278,36047021500,152313.000000000000000,0.000000000000000,Census Tract 215,New York,Kings County,6271,2937,2694,243,19.282661361801029,11.1288691,85.5808411
279,36047021600,168178.000000000000000,0.000000000000000,Census Tract 216,New York,Kings County,3945,995,891,104,5.916350533363461,9.6229591,175.7419281
280,36047021700,119682.000000000000000,0.000000000000000,Census Tract 217,New York,Kings County,3493,1855,1662,193,15.499406761250649,13.2812052,69.0447769
281,36047021800,157820.000000000000000,0.000000000000000,Census Tract 218,New York,Kings County,2927,1001,782,219,6.342668863261943,7.9923663,198.4067841
282,36047021900,147042.000000000000000,0.000000000000000,Census Tract 219,New York,Kings County,3882,1866,1684,182,12.690251764801893,13.8055878,88.0363617
283,36047022000,194279.000000000000000,0.000000000000000,Census Tract 220,New York,Kings County,5153,1320,1268,52,6.794352451886205,6.5742049,195.1953430
284,36047022100,152080.000000000000000,0.000000000000000,Census Tract 221,New York,Kings County,4058,1725,1532,193,11.342714360862704,15.6333895,97.4371262
285,36047022200,176184.000000000000000,0.000000000000000,Census Tract 222,New York,Kings County,4034,1221,1021,200,6.930254733687509,4.1953354,159.7846222
286,36047022400,175564.000000000000000,0.000000000000000,Census Tract 224,New York,Kings County,5479,1411,1278,133,8.036955184434166,3.4599609,150.8527985
